carat,cut,color,clarity,depth,table,price,x,y,z
0.57,Ideal,H,SI1,59.3,60.0,1292,5.44,5.48,3.24
1.59,Premium,J,VS2,62.6,59.0,7811,7.43,7.45,4.66
0.32,Ideal,E,VS2,61.7,55.0,900,4.42,4.36,2.71
1.11,Ideal,G,VVS2,61.8,57.0,8858,6.67,6.64,4.11
0.76,Fair,H,VVS2,64.8,57.0,2699,5.67,5.81,3.71
0.9,Good,E,VS2,64.0,58.0,4203,6.07,6.02,3.87
1.24,Premium,G,VS1,62.0,55.0,8449,6.95,6.89,4.29
0.75,Very Good,H,SI2,63.0,58.0,2180,5.76,5.79,3.64
0.53,Ideal,H,SI1,61.0,56.0,1268,5.23,5.26,3.2
0.74,Ideal,H,SI2,61.4,56.0,2289,5.78,5.84,3.57
0.34,Premium,H,VS1,61.3,56.0,765,4.53,4.48,2.76
2.01,Premium,J,VS2,61.5,60.0,13572,8.13,8.07,4.98
0.42,Very Good,F,SI1,63.3,56.0,926,4.79,4.75,3.02
0.31,Premium,E,SI1,60.1,61.0,698,4.4,4.35,2.63
1.24,Very Good,J,VS1,59.1,62.0,5427,7.06,7.04,4.17
0.43,Very Good,E,SI1,63.4,56.0,894,4.82,4.8,3.05
0.61,Very Good,D,VS1,60.9,56.0,2481,5.49,5.51,3.35
1.56,Good,I,VS2,57.2,62.0,9609,7.66,7.72,4.4
1.57,Ideal,H,SI1,61.8,55.0,9416,7.47,7.51,4.63
0.35,Very Good,G,VS1,60.7,61.0,706,4.54,4.58,2.77
1.51,Very Good,H,SI2,60.2,59.0,8444,7.33,7.43,4.44
0.51,Very Good,E,SI1,62.1,60.0,1386,5.08,5.03,3.14
0.3,Premium,D,SI1,62.3,59.0,709,4.25,4.22,2.64
1.12,Premium,F,SI2,60.5,59.0,4654,6.79,6.73,4.09
1.53,Premium,G,VS1,62.6,60.0,14699,7.39,7.3,4.6
0.41,Ideal,H,VS2,61.5,55.0,743,4.78,4.81,2.95
0.72,Very Good,G,SI1,63.3,53.0,2318,5.73,5.68,3.61
0.67,Good,F,VS1,64.4,57.0,2244,5.55,5.6,3.6
0.3,Ideal,E,VS1,62.2,53.8,703,4.3,4.33,2.68
1.02,Ideal,G,VS1,61.5,55.0,7357,6.49,6.52,4.0
0.32,Ideal,F,IF,60.3,58.0,929,4.45,4.5,2.7
0.4,Good,G,VVS2,61.4,64.0,974,4.65,4.7,2.87
1.06,Premium,F,SI1,62.4,58.0,4862,6.56,6.51,4.07
1.06,Ideal,E,VS2,61.3,57.0,9092,6.54,6.57,4.02
0.39,Ideal,E,VS1,62.0,54.0,948,4.68,4.71,2.91
0.43,Ideal,F,VVS1,62.3,55.0,1422,4.88,4.85,3.03
1.13,Very Good,H,VS2,61.7,56.0,5625,6.65,6.73,4.13
0.32,Very Good,I,VVS2,63.0,57.0,561,4.33,4.37,2.74
1.12,Good,H,SI1,59.8,61.0,5094,6.72,6.85,4.06
0.51,Very Good,E,SI1,63.0,58.0,1330,4.99,5.08,3.17
0.32,Premium,G,VVS1,60.9,61.0,1080,4.4,4.37,2.67
1.7,Premium,I,VS1,61.5,58.0,8840,7.74,7.64,4.73
1.02,Very Good,F,SI1,63.7,56.0,5701,6.34,6.41,4.06
1.91,Premium,I,SI1,60.9,53.0,13367,8.11,8.07,4.93
0.32,Ideal,E,VS2,62.2,56.0,900,4.41,4.37,2.73
2.0,Fair,I,VS1,66.3,54.0,12907,7.98,7.88,5.26
1.01,Ideal,G,SI1,62.6,56.0,5576,6.41,6.44,4.02
0.55,Ideal,F,VS2,61.7,56.0,1692,5.26,5.3,3.26
0.58,Ideal,F,VVS1,61.6,57.0,2728,5.33,5.38,3.3
1.0,Very Good,F,VS1,63.7,57.0,7350,6.33,6.35,4.04
2.09,Very Good,F,SI2,62.7,61.0,16824,8.07,8.14,5.08
0.31,Very Good,G,VS2,63.4,59.0,698,4.32,4.29,2.73
0.27,Very Good,D,VVS2,62.3,57.0,622,4.13,4.15,2.58
1.06,Very Good,H,SI1,59.3,59.0,5664,6.66,6.7,3.96
0.52,Very Good,G,VS1,62.4,60.0,1689,5.11,5.12,3.19
1.05,Very Good,D,VS2,62.9,57.0,6373,6.39,6.51,4.06
2.17,Good,H,SI2,58.9,62.0,16036,8.48,8.52,5.01
1.51,Good,F,VS2,64.0,59.0,8794,7.16,7.08,4.56
0.93,Good,G,SI1,63.8,58.0,4452,6.09,6.14,3.9
0.9,Premium,F,VS1,62.7,58.0,5088,6.14,6.17,3.86
0.4,Very Good,E,VVS1,63.8,56.0,1142,4.68,4.72,3.0
0.51,Premium,H,VS2,60.9,60.0,1202,5.19,5.16,3.15
0.7,Good,H,SI2,63.8,57.0,1856,5.58,5.55,3.55
1.11,Ideal,H,SI1,62.3,55.0,5456,6.7,6.65,4.16
2.01,Premium,H,SI2,61.5,59.0,11635,8.12,8.08,4.98
1.11,Very Good,E,VVS1,60.2,59.0,11330,6.67,6.79,4.05
0.3,Ideal,H,IF,61.5,58.0,764,4.28,4.3,2.64
0.32,Ideal,H,VS1,63.0,57.0,720,4.35,4.32,2.73
0.71,Ideal,H,SI2,59.4,57.0,2258,5.87,5.81,3.47
0.4,Premium,G,SI1,59.6,61.0,840,4.76,4.74,2.83
0.58,Ideal,G,IF,60.9,57.0,2508,5.39,5.46,3.3
1.13,Premium,G,SI1,60.9,58.0,5600,6.75,6.72,4.1
0.34,Ideal,H,IF,61.8,54.0,863,4.51,4.55,2.8
2.16,Very Good,G,SI2,62.6,55.0,15166,8.2,8.25,5.14
0.3,Premium,D,SI1,62.1,59.0,515,4.29,4.31,2.67
0.7,Very Good,I,VVS2,63.1,57.0,2398,5.63,5.68,3.57
0.51,Very Good,E,VS1,58.1,60.0,1583,5.28,5.32,3.08
0.4,Very Good,G,SI1,63.1,56.0,840,4.75,4.72,2.99
0.63,Ideal,D,IF,62.5,55.0,6549,5.47,5.5,3.43
0.52,Ideal,F,IF,60.3,60.0,2427,5.24,5.27,3.17
0.5,Very Good,G,VVS1,61.5,56.0,1843,5.11,5.14,3.15
1.2,Fair,J,SI1,65.2,58.0,4838,6.67,6.58,4.32
0.34,Premium,G,VS2,61.0,58.0,596,4.46,4.49,2.73
0.7,Good,E,SI1,63.8,57.0,2569,5.59,5.63,3.58
0.27,Ideal,E,VS2,60.8,56.0,537,4.25,4.23,2.58
0.9,Very Good,E,SI1,62.3,61.0,3868,6.12,6.17,3.83
0.56,Very Good,E,VS2,61.7,56.0,1755,5.25,5.31,3.26
0.5,Ideal,D,VS1,62.2,54.4,2033,5.07,5.11,3.16
0.76,Ideal,D,VS1,61.7,56.0,4377,5.84,5.87,3.61
1.01,Ideal,F,I1,62.2,54.0,3377,6.42,6.44,4.0
0.3,Ideal,E,VS1,61.8,56.0,670,4.32,4.35,2.68
0.31,Ideal,D,VVS2,62.4,56.0,982,4.38,4.34,2.72
0.31,Ideal,D,VS2,62.7,57.0,942,4.34,4.3,2.71
0.36,Premium,D,SI2,61.2,59.0,689,4.59,4.56,2.8
1.01,Good,H,SI1,59.5,62.0,5197,6.49,6.55,3.88
0.73,Premium,G,SI1,62.8,59.0,2351,5.76,5.68,3.59
0.4,Good,G,SI2,63.4,59.0,596,4.64,4.66,2.95
0.79,Very Good,F,SI1,62.9,57.0,3519,5.86,5.94,3.71
1.01,Ideal,D,VVS1,62.5,55.0,11661,6.39,6.44,4.01
0.57,Very Good,E,VS1,62.9,57.0,1883,5.27,5.29,3.32
0.28,Ideal,G,VS1,62.1,55.0,490,4.22,4.25,2.63
1.0,Very Good,E,VS2,61.9,57.0,6732,6.35,6.38,3.94
2.15,Ideal,H,SI2,61.8,57.0,17219,8.3,8.24,5.11
0.34,Premium,F,SI2,60.0,58.0,574,4.58,4.55,2.74
1.01,Very Good,E,SI1,62.8,60.0,5132,6.38,6.39,4.01
1.04,Ideal,F,I1,61.6,57.0,3718,6.51,6.46,4.0
0.61,Ideal,F,VS1,60.7,56.0,2306,5.52,5.49,3.34
1.01,Premium,G,VVS2,61.4,58.0,6843,6.46,6.51,3.98
0.52,Ideal,H,IF,62.1,57.0,1956,5.13,5.16,3.19
1.14,Premium,F,VVS1,59.4,59.0,11654,6.87,6.8,4.06
1.5,Premium,F,SI2,58.5,60.0,7644,7.52,7.48,4.39
0.35,Good,G,SI1,63.8,54.0,669,4.48,4.46,2.85
1.14,Premium,I,SI1,60.1,60.0,4788,6.81,6.76,4.08
0.75,Very Good,E,SI1,62.3,58.0,2923,5.78,5.81,3.61
1.0,Very Good,D,SI2,63.5,59.0,4295,6.35,6.32,4.02
0.26,Very Good,I,VVS2,62.7,55.0,427,4.09,4.12,2.57
1.23,Very Good,H,SI1,62.3,58.0,6542,6.79,6.83,4.24
0.42,Ideal,G,VVS1,61.1,56.0,1235,4.87,4.82,2.96
1.02,Premium,E,SI1,59.2,56.0,5655,6.63,6.57,3.91
1.07,Premium,G,SI2,62.9,59.0,4401,6.58,6.51,4.12
1.01,Premium,E,VVS1,61.6,58.0,10888,6.57,6.45,4.01
0.4,Very Good,G,SI1,60.0,63.0,900,4.8,4.76,2.87
1.03,Premium,H,VS1,62.0,59.0,5523,6.45,6.48,4.01
0.59,Very Good,F,SI1,63.1,57.0,2124,5.39,5.36,3.39
1.04,Premium,G,SI1,62.6,55.0,4948,6.49,6.42,4.04
0.83,Ideal,H,VVS1,61.7,57.0,3570,6.02,6.07,3.73
0.3,Very Good,H,VS2,63.5,59.0,608,4.27,4.2,2.69
0.71,Premium,E,SI1,62.7,58.0,2853,5.73,5.66,3.57
1.52,Very Good,G,VS2,61.9,56.0,13161,7.28,7.39,4.54
0.33,Very Good,G,VVS1,62.8,59.0,868,4.38,4.44,2.77
1.2,Premium,H,SI2,62.1,57.0,3965,6.84,6.69,4.21
0.71,Very Good,F,SI2,60.9,56.0,2036,5.8,5.83,3.54
0.39,Ideal,G,VS2,60.7,54.0,745,4.74,4.77,2.89
1.0,Premium,D,VS1,62.7,60.0,8020,6.36,6.31,3.97
1.4,Ideal,H,IF,60.9,57.0,10976,7.22,7.29,4.42
1.0,Premium,J,SI1,60.8,58.0,3712,6.39,6.44,3.9
1.04,Ideal,F,SI1,62.1,56.0,4426,6.54,6.47,4.04
1.51,Very Good,I,SI2,62.5,59.0,7400,7.27,7.32,4.56
0.43,Ideal,F,VVS2,61.9,56.0,1250,4.87,4.82,3.0
1.29,Premium,I,VS1,61.1,58.0,5664,7.03,6.98,4.28
1.55,Ideal,I,VS1,61.2,55.0,10286,7.49,7.47,4.58
1.64,Premium,H,SI2,61.9,58.0,9224,7.58,7.54,4.68
1.11,Ideal,D,VVS2,62.3,56.0,12390,6.59,6.64,4.12
0.32,Ideal,D,VS2,62.5,56.0,972,4.45,4.38,2.76
0.98,Fair,H,SI2,67.9,60.0,2777,6.05,5.97,4.08
0.79,Ideal,H,VVS1,62.0,56.0,-1,5.92,5.96,3.68
0.5,Ideal,E,VS2,61.6,55.0,1624,5.09,5.14,3.15
0.27,Ideal,F,VVS2,60.0,62.0,583,4.21,4.22,2.53
1.03,Ideal,I,VS2,61.2,56.0,5378,6.5,6.51,3.98
1.04,Premium,H,VVS1,60.4,58.0,5102,6.58,6.53,3.96
0.81,Premium,G,VS1,62.1,58.0,3311,5.96,5.92,3.69
0.31,Premium,D,VS2,61.2,59.0,942,4.37,4.32,2.66
1.0,Premium,F,SI1,62.1,60.0,4234,6.29,6.23,3.88
0.41,Ideal,G,VS1,61.5,56.0,961,4.79,4.77,2.94
0.36,Ideal,F,SI2,62.2,55.0,450,4.57,4.59,2.85
2.02,Premium,E,SI2,59.9,58.0,13677,8.18,8.14,4.89
0.5,Ideal,E,SI1,61.3,56.2,1601,5.12,5.14,3.15
0.6,Good,E,VS1,58.1,63.0,2065,5.53,5.63,3.24
0.77,Very Good,G,SI1,62.7,57.0,2633,5.79,5.85,3.65
1.01,Very Good,D,SI2,62.2,60.0,4588,6.4,6.43,3.99
1.02,Premium,J,VS2,61.6,58.0,3513,6.4,6.35,3.93
0.3,Good,I,SI1,63.4,57.0,394,4.23,4.25,2.69
0.71,Very Good,H,VS2,61.8,58.0,2368,5.66,5.7,3.51
1.23,Premium,F,VS1,61.3,60.0,9319,6.9,6.94,4.24
1.53,Ideal,G,VS1,62.2,56.0,13994,7.36,7.31,4.56
0.32,Ideal,G,VS1,61.2,56.0,828,4.44,4.42,2.71
1.0,Good,G,VVS1,63.8,60.0,7134,6.35,6.31,4.04
1.09,Very Good,E,SI2,62.2,58.0,5165,6.54,6.61,4.09
1.01,Premium,F,VS1,62.4,61.0,7127,6.39,6.36,3.98
0.54,Ideal,D,VS2,61.2,56.0,1725,5.24,5.28,3.22
0.81,Ideal,E,SI2,62.0,55.0,2559,6.0,5.96,3.71
0.34,Ideal,H,IF,60.8,56.0,988,4.56,4.55,2.77
1.07,Ideal,F,VVS2,62.3,57.0,10061,6.56,6.58,4.09
0.37,Ideal,E,VVS1,61.5,56.0,1179,4.64,4.59,2.84
1.02,Very Good,G,VS1,61.9,58.0,6694,6.44,6.48,4.0
0.83,Ideal,E,SI2,61.9,53.0,3049,6.08,6.04,3.75
0.9,Premium,F,VS2,62.3,58.0,4838,6.16,6.14,3.83
1.1,Ideal,D,VS2,62.0,56.0,8959,6.58,6.61,4.09
0.5,Very Good,D,VS2,60.8,56.0,1758,5.14,5.16,3.13
0.52,Ideal,E,SI1,63.0,54.0,1429,5.15,5.11,3.23
1.47,Premium,J,SI2,60.0,58.0,6223,7.36,7.31,4.4
0.43,Premium,G,VVS1,60.3,58.0,1207,4.87,4.91,2.95
0.43,Premium,D,SI1,61.0,57.0,993,4.88,4.85,2.97
0.51,Ideal,G,IF,62.9,58.0,2146,5.07,5.11,3.2
1.51,Good,I,SI1,63.7,61.0,8245,7.15,7.11,4.54
0.32,Ideal,E,VVS1,62.2,55.0,1061,4.41,4.37,2.73
1.6,Ideal,F,SI1,62.2,55.0,12379,7.47,7.5,4.65
0.5,Very Good,E,VVS2,62.4,55.0,2275,5.08,5.11,3.18
2.0,Good,I,VS2,63.3,56.0,16544,7.98,8.03,5.07
0.8,Ideal,F,VS2,61.3,55.0,3913,5.98,6.0,3.67
0.52,Good,F,VS1,61.2,62.0,1710,5.12,5.05,3.11
1.05,Premium,D,SI1,61.6,61.0,5351,6.55,6.5,4.02
1.6,Premium,F,SI1,60.5,58.0,12343,7.62,7.53,4.58
1.02,Very Good,H,VS2,63.3,60.0,5255,6.42,6.38,4.05
0.3,Ideal,D,VS1,62.2,57.0,718,4.26,4.29,2.66
0.26,Ideal,E,VVS2,62.3,57.0,769,4.09,4.06,2.54
0.33,Premium,D,VS1,60.3,61.0,933,4.51,4.48,2.71
0.41,Ideal,G,VS1,60.8,57.0,961,4.84,4.8,2.93
0.51,Ideal,F,SI1,61.2,56.0,1322,5.19,5.21,3.18
0.31,Good,G,VVS2,63.8,56.0,707,4.24,4.28,2.72
0.37,Premium,F,SI1,61.5,59.0,616,4.59,4.62,2.83
1.65,Ideal,H,VVS2,62.1,56.0,12225,7.68,7.65,4.76
0.48,Ideal,H,VVS2,62.5,56.0,1590,4.98,5.02,3.12
1.5,Fair,H,I1,66.6,54.0,4939,7.05,7.01,4.68
0.7,Premium,F,SI1,59.5,57.0,2596,5.81,5.79,3.45
0.53,Ideal,J,SI1,61.4,56.0,1042,5.2,5.23,3.2
1.01,Ideal,F,SI1,61.7,56.0,5932,6.45,6.48,3.99
0.57,Very Good,E,SI2,58.8,57.3,1384,5.42,5.46,3.21
0.7,Very Good,D,SI1,61.0,59.0,2409,5.67,5.7,3.47
1.27,Premium,D,SI2,58.9,59.0,5618,7.14,7.02,4.17
0.73,Very Good,I,VS2,62.2,57.0,2369,5.75,5.76,3.58
0.7,Premium,F,SI2,61.2,59.0,1792,5.75,5.72,3.51
0.72,Very Good,F,SI1,62.3,57.0,2540,5.72,5.77,3.58
0.61,Ideal,E,VVS1,62.2,56.0,3084,5.43,5.47,3.39
1.52,Ideal,G,SI1,60.7,57.0,9704,7.41,7.38,4.49
0.3,Ideal,I,SI1,62.2,57.0,506,4.27,4.25,2.65
0.92,Good,E,SI2,61.8,59.0,3744,6.11,6.19,3.8
0.33,Ideal,H,SI1,63.0,57.0,610,4.41,4.39,2.77
0.38,Ideal,D,VS1,61.9,53.5,983,4.66,4.69,2.9
0.58,Very Good,E,VVS1,59.4,63.0,2568,5.42,5.32,3.19
0.39,Premium,G,VVS1,59.9,59.0,1095,4.73,4.75,2.84
0.56,Ideal,D,SI1,62.3,56.0,1814,5.33,5.26,3.3
1.06,Very Good,H,VS1,62.2,59.0,5456,6.47,6.52,4.04
1.3,Ideal,G,IF,62.3,56.0,12467,6.95,6.99,4.34
1.27,Ideal,G,VS2,62.8,54.0,8705,6.92,6.87,4.33
0.64,Very Good,D,VS2,62.2,58.0,2297,5.49,5.54,3.43
0.31,Premium,G,VVS2,62.9,58.0,907,4.31,4.27,2.7
0.32,Ideal,G,VS2,62.5,56.0,720,4.42,4.38,2.75
0.25,Very Good,G,VVS1,61.7,56.0,525,4.07,4.09,2.51
2.01,Ideal,I,SI2,62.5,55.0,13777,8.12,8.08,5.06
0.55,Very Good,J,SI1,62.5,57.0,965,5.22,5.24,3.27
0.3,Ideal,H,VS2,61.9,55.0,496,4.28,4.31,2.66
1.21,Ideal,E,SI1,62.1,56.0,7955,6.83,6.88,4.26
0.36,Ideal,E,SI1,62.4,55.0,810,4.58,4.55,2.85
0.39,Very Good,E,SI2,63.0,61.0,650,4.62,4.65,2.92
0.38,Premium,F,VVS1,61.6,58.0,1200,4.63,4.66,2.86
0.3,Ideal,I,VVS2,62.2,56.0,495,4.25,4.3,2.66
0.72,Ideal,H,SI2,61.5,56.0,2131,5.8,5.75,3.55
1.15,Premium,E,SI2,61.7,60.0,4328,6.78,6.7,4.16
0.23,Very Good,E,VVS2,60.2,57.0,465,3.99,4.05,2.42
1.5,Very Good,H,VS1,60.7,58.0,10681,7.35,7.42,4.48
1.01,Good,E,SI2,63.7,58.0,4751,6.36,6.32,4.04
0.57,Ideal,D,SI1,62.4,56.0,1847,5.32,5.29,3.31
0.7,Good,J,SI1,64.3,56.0,1442,5.62,5.57,3.6
0.72,Very Good,F,VS2,63.0,54.0,2784,5.69,5.73,3.6
0.4,Very Good,G,SI1,61.6,59.0,702,4.66,4.72,2.89
0.36,Good,H,SI1,63.6,57.0,665,4.53,4.49,2.87
0.37,Ideal,D,VS2,61.3,56.0,1124,4.64,4.6,2.83
0.38,Very Good,E,IF,59.5,57.0,1421,4.77,4.84,2.86
1.01,Fair,F,SI2,67.3,62.0,3597,6.09,6.03,4.08
1.01,Premium,G,SI2,60.6,59.0,3981,6.49,6.41,3.91
1.01,Very Good,H,SI1,61.8,59.0,4876,6.37,6.41,3.95
2.24,Ideal,J,VS2,61.8,54.0,15316,8.41,8.36,5.18
1.06,Premium,G,SI2,61.1,62.0,4238,6.61,6.55,4.02
0.7,Very Good,I,SI1,63.2,59.0,1890,5.59,5.62,3.54
1.5,Very Good,F,VS1,60.5,55.0,15585,7.39,7.48,4.5
0.96,Ideal,G,SI1,63.0,53.0,4301,6.24,6.21,3.92
0.75,Premium,F,SI2,60.9,58.0,2274,5.88,5.91,3.59
0.52,Ideal,H,SI1,61.9,56.0,1098,5.16,5.22,3.2
1.0,Very Good,F,SI1,59.4,60.0,4961,6.47,6.52,3.86
1.5,Premium,H,IF,63.0,59.0,13107,7.3,7.23,4.58
0.67,Premium,F,SI1,61.3,59.0,1809,5.65,5.63,3.46
0.36,Premium,H,VS1,60.8,59.0,810,4.62,4.59,2.8
0.4,Good,E,VS1,63.8,57.0,1138,4.72,4.69,3.0
0.33,Ideal,D,VS2,62.1,55.0,781,4.43,4.46,2.76
1.01,Very Good,F,VVS2,61.1,58.0,9065,6.43,6.47,3.94
0.53,Very Good,G,SI2,60.8,58.0,1070,5.19,5.21,3.16
0.73,Ideal,E,SI2,62.8,55.0,2431,5.73,5.76,3.61
0.43,Ideal,I,VVS1,62.2,57.0,905,4.81,4.84,3.0
1.02,Ideal,H,SI2,61.0,58.0,4360,6.5,6.54,3.98
1.54,Ideal,G,SI2,62.3,60.0,8923,7.29,7.34,4.56
0.38,Ideal,D,VS1,62.2,57.0,1140,4.66,4.63,2.89
0.31,Ideal,E,VS2,61.6,56.0,872,4.38,4.32,2.68
0.38,Very Good,F,SI1,61.5,54.0,660,4.69,4.71,2.89
1.03,Ideal,G,VS1,62.0,57.0,7119,6.45,6.48,4.0
0.53,Ideal,F,VS1,61.6,55.0,1740,5.24,5.21,3.22
2.02,Very Good,G,SI2,63.1,57.0,12094,8.01,7.97,5.04
0.41,Ideal,E,VVS2,61.4,53.9,1186,4.79,4.81,2.95
2.25,Premium,H,SI2,62.8,59.0,18034,0.0,0.0,0.0
1.25,Very Good,J,VS1,60.4,60.0,5628,6.99,7.08,4.25
1.5,Ideal,I,I1,61.3,57.0,5593,7.36,7.39,4.52
0.71,Ideal,G,SI1,61.9,56.0,3007,5.73,5.76,3.55
0.32,Premium,G,VS2,58.4,57.0,672,4.53,4.51,2.64
1.13,Ideal,G,VS2,62.7,56.0,7016,6.65,6.61,4.16
1.03,Premium,E,SI2,61.0,60.0,4522,6.53,6.46,3.96
0.61,Ideal,H,IF,62.0,54.4,2438,5.44,5.47,3.38
0.31,Ideal,E,VVS2,61.7,56.0,1046,4.36,4.33,2.68
1.03,Fair,G,SI2,65.7,59.0,2942,6.3,6.24,4.12
0.9,Very Good,D,SI1,59.4,62.0,4381,6.19,6.24,3.69
0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18
0.54,Ideal,H,VS1,61.0,56.0,1560,5.25,5.27,3.21
1.01,Good,D,SI1,58.3,59.0,5747,6.59,6.61,3.85
1.06,Ideal,F,VVS2,61.1,57.0,8776,6.62,6.57,4.03
0.64,Good,J,SI2,64.7,54.0,1141,5.39,5.43,3.5
1.13,Ideal,H,SI1,62.0,57.0,4959,6.66,6.73,4.15
0.36,Good,F,VS1,63.9,54.0,905,4.52,4.5,2.88
0.3,Premium,F,VS2,62.5,58.0,605,4.26,4.28,2.67
0.55,Ideal,G,VS2,60.4,56.0,1854,5.38,5.31,3.23
1.53,Premium,J,VS1,60.1,59.0,8058,7.47,7.51,4.5
0.32,Ideal,F,VS1,61.3,56.0,702,4.4,4.44,2.71
0.76,Ideal,G,VS2,61.3,56.0,2782,5.9,5.94,3.63
1.22,Premium,H,SI1,61.8,57.0,6776,6.86,6.82,4.23
0.34,Ideal,D,SI1,62.7,56.0,803,4.48,4.45,2.8
0.49,Premium,G,VS2,59.8,59.0,1240,5.16,5.14,3.08
0.38,Ideal,E,VS1,61.6,56.0,924,4.65,4.7,2.88
0.23,Very Good,D,VVS1,59.7,58.0,458,3.97,4.04,2.39
0.57,Ideal,G,VVS2,61.7,56.0,2095,5.3,5.33,3.28
2.28,Premium,H,SI2,62.1,59.0,17892,8.4,8.44,5.23
0.34,Ideal,E,SI2,62.4,57.0,477,4.47,4.5,2.8
0.4,Ideal,J,SI1,61.2,56.0,820,4.77,4.81,2.93
1.05,Ideal,D,VS2,61.7,59.0,7965,6.5,6.53,4.02
0.34,Good,D,VVS1,57.4,62.0,957,4.67,4.71,2.69
1.01,Ideal,F,VS1,62.0,57.0,7465,6.39,6.45,3.98
0.91,Premium,G,SI2,60.4,61.0,3376,6.28,6.21,3.77
0.33,Ideal,H,IF,60.6,57.0,959,4.51,4.5,2.73
0.62,Ideal,G,VVS2,61.6,56.0,2861,5.48,5.51,3.38
0.3,Ideal,H,SI1,63.0,54.0,540,4.3,4.27,2.7
0.9,Very Good,E,SI2,62.6,60.0,3662,6.09,6.18,3.84
0.37,Very Good,I,VVS2,60.9,58.0,714,4.64,4.68,2.84
1.01,Fair,F,SI2,64.8,55.0,3477,6.37,6.26,4.1
0.32,Ideal,H,VVS1,61.6,55.0,730,4.4,4.43,2.72
2.11,Very Good,D,SI2,60.9,60.0,18407,8.21,8.28,5.02
1.53,Premium,G,SI1,62.3,58.0,11421,7.35,7.3,4.56
0.39,Good,G,VS2,60.3,60.6,743,4.7,4.71,2.84
0.54,Ideal,D,SI1,60.7,56.0,1786,5.3,5.27,3.21
0.56,Ideal,D,VS1,62.6,59.0,2170,5.24,5.31,3.3
0.71,Very Good,H,VS1,62.8,59.0,2428,5.61,5.7,3.55
1.21,Ideal,H,SI2,62.1,58.0,6347,6.78,6.84,4.23
2.12,Ideal,I,SI2,61.0,57.0,15647,8.28,8.31,5.06
0.31,Ideal,E,VS2,62.0,55.0,872,4.37,4.34,2.7
